,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__C,param_union__wordngrams__reduce_dim__n_components,param_union__wordngrams__tfidf__ngram_range,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2.6994919776916504,0.35737977027893064,0.10426770126091174,0.10942077986071046,0.1,50,"(1, 1)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (1, 1), 'union__wordngrams__reduce_dim__n_components': 50}",27,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.10666666666666667,0.13185813882994846,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.21005600545762332,0.03689339274705737,0.001208990402507418,0.011218741679867096
1,3.6290514945983885,0.32773394584655763,0.1030552861299709,0.10929953099741856,0.1,50,"(2, 2)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (2, 2), 'union__wordngrams__reduce_dim__n_components': 50}",34,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.1006060606060606,0.13125189451348893,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.10692232032039782,0.010329453754873248,0.00123393432608445,0.01097624532736037
2,3.8436680316925047,0.38782634735107424,0.1037827352085354,0.11014827304046189,0.1,50,"(1, 2)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (1, 2), 'union__wordngrams__reduce_dim__n_components': 50}",30,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.10424242424242425,0.13549560472870567,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.11240870328117093,0.0602783484532594,0.0002744220010365854,0.01267372089914551
3,6.044498491287231,0.6637904644012451,0.10475266731328807,0.1105726440619836,0.1,100,"(1, 1)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (1, 1), 'union__wordngrams__reduce_dim__n_components': 100}",25,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.10909090909090909,0.13761745983631404,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.6915883607326158,0.02569890303653722,0.002174620556584147,0.013522459486640902
4,8.109099912643433,0.7022792339324951,0.10354025218234723,0.11111826394679716,0.1,100,"(2, 2)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (2, 2), 'union__wordngrams__reduce_dim__n_components': 100}",32,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.10303030303030303,0.14034555926038195,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.8143037077479996,0.024291402469040484,0.0002957949631075741,0.014613695403211668
5,8.665996551513672,0.7132693767547608,0.10620756547041707,0.11111826394679716,0.1,100,"(1, 2)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (1, 2), 'union__wordngrams__reduce_dim__n_components': 100}",12,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.11636363636363636,0.14034555926038195,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.5456097836579732,0.02090929184948785,0.005081015977024227,0.014613695403211668
6,12.57319712638855,1.2326008319854735,0.10572259941804074,0.11111826394679716,0.1,200,"(1, 1)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (1, 1), 'union__wordngrams__reduce_dim__n_components': 200}",14,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.11393939393939394,0.14034555926038195,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.9878668934675351,0.052629818262251146,0.004111752345147815,0.014613695403211668
7,17.417788553237916,1.263315534591675,0.10329776915615907,0.11263387473794598,0.1,200,"(2, 2)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (2, 2), 'union__wordngrams__reduce_dim__n_components': 200}",33,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.10181818181818182,0.1479236132161261,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.6939195092824741,0.02961621332994123,0.0007549327711869414,0.017644908783146555
8,18.621362066268922,1.2931715965270996,0.10572259941804074,0.11342199234934339,0.1,200,"(1, 2)","{'clf__C': 0.1, 'union__wordngrams__tfidf__ngram_range': (1, 2), 'union__wordngrams__reduce_dim__n_components': 200}",14,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.11393939393939394,0.15186420127311306,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.6036941748588289,0.057123950230679316,0.004111752345147815,0.019221140763119794
9,2.891862726211548,0.34876227378845215,0.10572259941804074,0.10936015542906449,1,50,"(1, 1)","{'clf__C': 1, 'union__wordngrams__tfidf__ngram_range': (1, 1), 'union__wordngrams__reduce_dim__n_components': 50}",14,0.1037394451145959,0.10379362670713202,0.10386473429951691,0.10376213592233009,0.11393939393939394,0.1315550166717187,0.10340632603406326,0.10387643852210782,0.10365853658536585,0.1038135593220339,0.177578018705966,0.04649111152196485,0.004111752345147815,0.01109749349610732
